Event_ID	JuncType	geneSymbol	GeneID	Event_Group	Gene_Event_ID	sample	read_count	max_count	sum_count	DSE_Category
Event_3228	JC	EVA1A	ENSG00000115363	Skipped Exon	3	shRING1A.B	550	1288	2288	Unique to shRING1A.B vs Control
Event_3228	JCEC	EVA1A	ENSG00000115363	Skipped Exon	3	shRING1A.B	550	1288	2288	Unique to shRING1A.B vs Control
Event_3229	JC	MARK1	ENSG00000116141	Skipped Exon	1	Control	60	60	60	Unique to shRING1A.B vs Control
Event_3229	JCEC	MARK1	ENSG00000116141	Skipped Exon	1	Control	60	60	60	Unique to shRING1A.B vs Control
Event_3229	JC	MARK1	ENSG00000116141	Skipped Exon	1	shRING1A.B	81	81	130	Unique to shRING1A.B vs Control
Event_3229	JCEC	MARK1	ENSG00000116141	Skipped Exon	1	shRING1A.B	81	81	130	Unique to shRING1A.B vs Control
Event_323	JC	CDK13	ENSG00000065883	Alternative 5' Splice Site	1	shRYBP	271	271	271	
Event_323	JC	CDK13	ENSG00000065883	Alternative 5' Splice Site	1	shRING1A.B	302	302	302	
Event_3230	JC	CCNL2	ENSG00000221978	Skipped Exon	1	Control	46	245	524	Unique to shRING1A.B vs Control
Event_3230	JC	CCNL2	ENSG00000221978	Skipped Exon	1	shRING1A.B	78	78	88	Unique to shRING1A.B vs Control
Event_3231	JC	NDUFB2	ENSG00000090266	Skipped Exon	1	Control	143	143	161	Unique to shRING1A.B vs Control
Event_3231	JCEC	NDUFB2	ENSG00000090266	Skipped Exon	1	Control	143	143	161	Unique to shRING1A.B vs Control
Event_3231	JC	NDUFB2	ENSG00000090266	Skipped Exon	1	shRING1A.B	142	142	193	Unique to shRING1A.B vs Control
Event_3231	JCEC	NDUFB2	ENSG00000090266	Skipped Exon	1	shRING1A.B	142	142	193	Unique to shRING1A.B vs Control
Event_3232	JC	ANKRD9	ENSG00000156381	Skipped Exon	1	Control	61	61	61	Same Direction
Event_3232	JC	ANKRD9	ENSG00000156381	Skipped Exon	1	shRYBP	41	41	41	Same Direction
Event_3232	JC	ANKRD9	ENSG00000156381	Skipped Exon	1	shRING1A.B	98	98	98	Same Direction
Event_3233	JC	TRAPPC3	ENSG00000054116	Skipped Exon	1	Control	29	29	29	Same Direction
Event_3233	JCEC	TRAPPC3	ENSG00000054116	Skipped Exon	1	Control	29	29	29	Same Direction
Event_3233	JC	TRAPPC3	ENSG00000054116	Skipped Exon	1	shRYBP	14	113	127	Same Direction
Event_3233	JCEC	TRAPPC3	ENSG00000054116	Skipped Exon	1	shRYBP	14	113	127	Same Direction
Event_3233	JC	TRAPPC3	ENSG00000054116	Skipped Exon	1	shRING1A.B	19	78	97	Same Direction
Event_3233	JCEC	TRAPPC3	ENSG00000054116	Skipped Exon	1	shRING1A.B	19	78	97	Same Direction
Event_3234	JC	CEP63	ENSG00000182923	Skipped Exon	2	Control	77	77	89	Unique to shRING1A.B vs Control
Event_3234	JC	CEP63	ENSG00000182923	Skipped Exon	2	shRING1A.B	126	126	144	Unique to shRING1A.B vs Control
Event_3235	JC	GOLT1A	ENSG00000174567	Skipped Exon	1	Control	82	120	202	Same Direction
Event_3235	JCEC	GOLT1A	ENSG00000174567	Skipped Exon	1	Control	82	82	82	Same Direction
Event_3235	JC	GOLT1A	ENSG00000174567	Skipped Exon	1	shRYBP	56	153	209	Same Direction
Event_3235	JCEC	GOLT1A	ENSG00000174567	Skipped Exon	1	shRYBP	56	56	56	Same Direction
Event_3235	JC	GOLT1A	ENSG00000174567	Skipped Exon	1	shRING1A.B	114	245	359	Same Direction
Event_3235	JCEC	GOLT1A	ENSG00000174567	Skipped Exon	1	shRING1A.B	114	114	114	Same Direction
Event_3236	JC	GOLT1A	ENSG00000174567	Skipped Exon	2	Control	120	120	202	Same Direction
Event_3236	JC	GOLT1A	ENSG00000174567	Skipped Exon	2	shRYBP	153	153	209	Same Direction
Event_3236	JC	GOLT1A	ENSG00000174567	Skipped Exon	2	shRING1A.B	245	245	359	Same Direction
Event_3237	JC	USP20	ENSG00000136878	Skipped Exon	1	Control	115	115	115	Same Direction
Event_3237	JCEC	USP20	ENSG00000136878	Skipped Exon	1	Control	115	115	115	Same Direction
Event_3237	JC	USP20	ENSG00000136878	Skipped Exon	1	shRYBP	139	139	139	Same Direction
Event_3237	JCEC	USP20	ENSG00000136878	Skipped Exon	1	shRYBP	139	141	280	Same Direction
Event_3237	JC	USP20	ENSG00000136878	Skipped Exon	1	shRING1A.B	168	168	168	Same Direction
Event_3237	JCEC	USP20	ENSG00000136878	Skipped Exon	1	shRING1A.B	168	184	352	Same Direction
Event_3238	JC	ANKRD29	ENSG00000154065	Skipped Exon	1	Control	88	88	88	Same Direction
Event_3238	JCEC	ANKRD29	ENSG00000154065	Skipped Exon	1	Control	88	88	88	Same Direction
Event_3238	JC	ANKRD29	ENSG00000154065	Skipped Exon	1	shRYBP	79	79	172	Same Direction
Event_3238	JCEC	ANKRD29	ENSG00000154065	Skipped Exon	1	shRYBP	79	79	172	Same Direction
Event_3238	JC	ANKRD29	ENSG00000154065	Skipped Exon	1	shRING1A.B	157	157	284	Same Direction
Event_3238	JCEC	ANKRD29	ENSG00000154065	Skipped Exon	1	shRING1A.B	157	157	284	Same Direction
Event_3239	JC	NAA16	ENSG00000172766	Skipped Exon	3	Control	73	80	205	Same Direction
Event_3239	JCEC	NAA16	ENSG00000172766	Skipped Exon	3	Control	73	80	205	Same Direction
Event_3239	JC	NAA16	ENSG00000172766	Skipped Exon	3	shRYBP	94	94	201	Same Direction
Event_3239	JCEC	NAA16	ENSG00000172766	Skipped Exon	3	shRYBP	94	94	201	Same Direction
Event_3239	JC	NAA16	ENSG00000172766	Skipped Exon	3	shRING1A.B	87	92	179	Same Direction
Event_3239	JCEC	NAA16	ENSG00000172766	Skipped Exon	3	shRING1A.B	87	92	179	Same Direction
Event_324	JC	ZNF133	ENSG00000125846	Alternative 5' Splice Site	2	shRYBP	28	28	101	
Event_324	JCEC	ZNF133	ENSG00000125846	Alternative 5' Splice Site	2	shRYBP	28	28	108	
Event_324	JC	ZNF133	ENSG00000125846	Alternative 5' Splice Site	2	shRING1A.B	93	93	189	
Event_324	JCEC	ZNF133	ENSG00000125846	Alternative 5' Splice Site	2	shRING1A.B	93	93	196	
Event_3240	JC	EZH2	ENSG00000106462	Skipped Exon	2	Control	67	193	431	Unique to shRING1A.B vs Control
Event_3240	JC	EZH2	ENSG00000106462	Skipped Exon	2	shRING1A.B	39	132	171	Unique to shRING1A.B vs Control
Event_3241	JC	EZH2	ENSG00000106462	Skipped Exon	3	Control	171	193	431	Unique to shRING1A.B vs Control
Event_3241	JCEC	EZH2	ENSG00000106462	Skipped Exon	3	Control	171	193	364	Unique to shRING1A.B vs Control
Event_3241	JC	EZH2	ENSG00000106462	Skipped Exon	3	shRING1A.B	132	132	171	Unique to shRING1A.B vs Control
Event_3241	JCEC	EZH2	ENSG00000106462	Skipped Exon	3	shRING1A.B	132	132	132	Unique to shRING1A.B vs Control
Event_3242	JC	BABAM2	ENSG00000158019	Skipped Exon	1	Control	141	141	141	Unique to shRING1A.B vs Control
Event_3242	JCEC	BABAM2	ENSG00000158019	Skipped Exon	1	Control	141	141	141	Unique to shRING1A.B vs Control
Event_3242	JC	BABAM2	ENSG00000158019	Skipped Exon	1	shRING1A.B	92	92	92	Unique to shRING1A.B vs Control
Event_3242	JCEC	BABAM2	ENSG00000158019	Skipped Exon	1	shRING1A.B	92	92	92	Unique to shRING1A.B vs Control
Event_3243	JC	PLPP1	ENSG00000067113	Skipped Exon	1	Control	267	267	267	Unique to shRING1A.B vs Control
Event_3243	JC	PLPP1	ENSG00000067113	Skipped Exon	1	shRING1A.B	360	360	360	Unique to shRING1A.B vs Control
Event_3245	JC	KIAA0391	ENSG00000100890	Skipped Exon	1	Control	252	252	252	Same Direction
Event_3245	JCEC	KIAA0391	ENSG00000100890	Skipped Exon	1	Control	252	252	252	Same Direction
Event_3245	JC	KIAA0391	ENSG00000100890	Skipped Exon	1	shRYBP	194	194	194	Same Direction
Event_3245	JCEC	KIAA0391	ENSG00000100890	Skipped Exon	1	shRYBP	194	194	194	Same Direction
Event_3245	JC	KIAA0391	ENSG00000100890	Skipped Exon	1	shRING1A.B	230	230	230	Same Direction
Event_3245	JCEC	KIAA0391	ENSG00000100890	Skipped Exon	1	shRING1A.B	230	230	230	Same Direction
Event_3246	JC	RNF2	ENSG00000121481	Skipped Exon	1	Control	724	724	724	Same Direction
Event_3246	JC	RNF2	ENSG00000121481	Skipped Exon	1	shRYBP	472	472	472	Same Direction
Event_3246	JC	RNF2	ENSG00000121481	Skipped Exon	1	shRING1A.B	80	80	80	Same Direction
Event_3247	JC	SLC50A1	ENSG00000169241	Skipped Exon	1	Control	79	79	79	Unique to shRING1A.B vs Control
Event_3247	JCEC	SLC50A1	ENSG00000169241	Skipped Exon	1	Control	79	79	79	Unique to shRING1A.B vs Control
Event_3247	JC	SLC50A1	ENSG00000169241	Skipped Exon	1	shRING1A.B	53	53	53	Unique to shRING1A.B vs Control
Event_3247	JCEC	SLC50A1	ENSG00000169241	Skipped Exon	1	shRING1A.B	53	53	53	Unique to shRING1A.B vs Control
Event_3248	JC	MAPK9	ENSG00000050748	Skipped Exon	1	Control	521	521	521	Unique to shRING1A.B vs Control
Event_3248	JCEC	MAPK9	ENSG00000050748	Skipped Exon	1	Control	521	521	521	Unique to shRING1A.B vs Control
Event_3248	JC	MAPK9	ENSG00000050748	Skipped Exon	1	shRING1A.B	626	626	626	Unique to shRING1A.B vs Control
Event_3248	JCEC	MAPK9	ENSG00000050748	Skipped Exon	1	shRING1A.B	626	626	626	Unique to shRING1A.B vs Control
Event_3250	JC	CRYZL2P	ENSG00000242193	Skipped Exon	3	Control	103	118	282	Unique to shRING1A.B vs Control
Event_3250	JC	CRYZL2P	ENSG00000242193	Skipped Exon	3	shRING1A.B	46	72	118	Unique to shRING1A.B vs Control
Event_3251	JC	CRYZL2P-SEC16B	ENSG00000254154	Skipped Exon	1	Control	111	111	111	Unique to shRING1A.B vs Control
Event_3251	JCEC	CRYZL2P-SEC16B	ENSG00000254154	Skipped Exon	1	Control	111	111	111	Unique to shRING1A.B vs Control
Event_3251	JC	CRYZL2P-SEC16B	ENSG00000254154	Skipped Exon	1	shRING1A.B	98	98	98	Unique to shRING1A.B vs Control
Event_3251	JCEC	CRYZL2P-SEC16B	ENSG00000254154	Skipped Exon	1	shRING1A.B	98	98	98	Unique to shRING1A.B vs Control
Event_3252	JC	PISD	ENSG00000241878	Skipped Exon	1	Control	123	123	123	Unique to shRING1A.B vs Control
Event_3252	JCEC	PISD	ENSG00000241878	Skipped Exon	1	Control	123	123	123	Unique to shRING1A.B vs Control
Event_3252	JC	PISD	ENSG00000241878	Skipped Exon	1	shRING1A.B	160	160	212	Unique to shRING1A.B vs Control
Event_3252	JCEC	PISD	ENSG00000241878	Skipped Exon	1	shRING1A.B	160	160	212	Unique to shRING1A.B vs Control
Event_3253	JC	RHBDD1	ENSG00000144468	Skipped Exon	1	Control	94	94	94	Unique to shRING1A.B vs Control
Event_3253	JCEC	RHBDD1	ENSG00000144468	Skipped Exon	1	Control	94	94	94	Unique to shRING1A.B vs Control
Event_3253	JC	RHBDD1	ENSG00000144468	Skipped Exon	1	shRING1A.B	90	90	90	Unique to shRING1A.B vs Control
Event_3253	JCEC	RHBDD1	ENSG00000144468	Skipped Exon	1	shRING1A.B	90	90	90	Unique to shRING1A.B vs Control
Event_3254	JC	ZDBF2	ENSG00000204186	Skipped Exon	1	Control	14	14	14	Same Direction
Event_3254	JCEC	ZDBF2	ENSG00000204186	Skipped Exon	1	Control	14	14	14	Same Direction
Event_3254	JC	ZDBF2	ENSG00000204186	Skipped Exon	1	shRYBP	12	14	26	Same Direction
Event_3254	JCEC	ZDBF2	ENSG00000204186	Skipped Exon	1	shRYBP	12	14	26	Same Direction
Event_3254	JC	ZDBF2	ENSG00000204186	Skipped Exon	1	shRING1A.B	43	43	71	Same Direction
Event_3254	JCEC	ZDBF2	ENSG00000204186	Skipped Exon	1	shRING1A.B	43	43	71	Same Direction
Event_3255	JC	NUP62	ENSG00000213024	Skipped Exon	1	Control	39	39	39	Unique to shRING1A.B vs Control
Event_3255	JCEC	NUP62	ENSG00000213024	Skipped Exon	1	Control	39	39	39	Unique to shRING1A.B vs Control
Event_3255	JC	NUP62	ENSG00000213024	Skipped Exon	1	shRING1A.B	33	33	33	Unique to shRING1A.B vs Control
Event_3255	JCEC	NUP62	ENSG00000213024	Skipped Exon	1	shRING1A.B	33	33	33	Unique to shRING1A.B vs Control
Event_3256	JC	PCED1A	ENSG00000132635	Skipped Exon	1	Control	120	120	120	Unique to shRING1A.B vs Control
Event_3256	JCEC	PCED1A	ENSG00000132635	Skipped Exon	1	Control	120	120	120	Unique to shRING1A.B vs Control
Event_3256	JC	PCED1A	ENSG00000132635	Skipped Exon	1	shRING1A.B	215	215	215	Unique to shRING1A.B vs Control
Event_3256	JCEC	PCED1A	ENSG00000132635	Skipped Exon	1	shRING1A.B	215	215	215	Unique to shRING1A.B vs Control
Event_3257	JC	ZNF3	ENSG00000166526	Skipped Exon	2	Control	70	109	260	Unique to shRING1A.B vs Control
Event_3257	JCEC	ZNF3	ENSG00000166526	Skipped Exon	2	Control	70	120	271	Unique to shRING1A.B vs Control
Event_3257	JC	ZNF3	ENSG00000166526	Skipped Exon	2	shRING1A.B	75	140	386	Unique to shRING1A.B vs Control
Event_3257	JCEC	ZNF3	ENSG00000166526	Skipped Exon	2	shRING1A.B	75	140	392	Unique to shRING1A.B vs Control
Event_3258	JC	ZNF3	ENSG00000166526	Skipped Exon	3	Control	81	109	260	Unique to shRING1A.B vs Control
Event_3258	JCEC	ZNF3	ENSG00000166526	Skipped Exon	3	Control	81	120	271	Unique to shRING1A.B vs Control
Event_3258	JC	ZNF3	ENSG00000166526	Skipped Exon	3	shRING1A.B	53	140	386	Unique to shRING1A.B vs Control
Event_3258	JCEC	ZNF3	ENSG00000166526	Skipped Exon	3	shRING1A.B	53	140	392	Unique to shRING1A.B vs Control
Event_3259	JC	RFC2	ENSG00000049541	Skipped Exon	1	Control	26	26	26	Same Direction
Event_3259	JC	RFC2	ENSG00000049541	Skipped Exon	1	shRYBP	30	30	30	Same Direction
Event_3259	JC	RFC2	ENSG00000049541	Skipped Exon	1	shRING1A.B	31	31	31	Same Direction
Event_326	JC	PDE4DIP	ENSG00000178104	Alternative 5' Splice Site	1	shRYBP	11	24	35	
Event_326	JCEC	PDE4DIP	ENSG00000178104	Alternative 5' Splice Site	1	shRYBP	11	24	35	
Event_326	JC	PDE4DIP	ENSG00000178104	Alternative 5' Splice Site	1	shRING1A.B	12	37	49	
Event_326	JCEC	PDE4DIP	ENSG00000178104	Alternative 5' Splice Site	1	shRING1A.B	12	37	49	
Event_3260	JC	ZNHIT1	ENSG00000106400	Skipped Exon	1	Control	47	175	222	Unique to shRING1A.B vs Control
Event_3260	JC	ZNHIT1	ENSG00000106400	Skipped Exon	1	shRING1A.B	62	62	62	Unique to shRING1A.B vs Control
Event_3261	JC	P2RY6	ENSG00000171631	Skipped Exon	1	Control	47	47	47	Same Direction
Event_3261	JCEC	P2RY6	ENSG00000171631	Skipped Exon	1	Control	47	47	47	Same Direction
Event_3261	JC	P2RY6	ENSG00000171631	Skipped Exon	1	shRYBP	96	96	96	Same Direction
Event_3261	JCEC	P2RY6	ENSG00000171631	Skipped Exon	1	shRYBP	96	96	96	Same Direction
Event_3261	JC	P2RY6	ENSG00000171631	Skipped Exon	1	shRING1A.B	133	133	133	Same Direction
Event_3261	JCEC	P2RY6	ENSG00000171631	Skipped Exon	1	shRING1A.B	133	133	133	Same Direction
Event_3262	JC	EEF1AKMT1	ENSG00000150456	Skipped Exon	1	Control	316	316	316	Unique to shRING1A.B vs Control
Event_3262	JCEC	EEF1AKMT1	ENSG00000150456	Skipped Exon	1	Control	316	316	316	Unique to shRING1A.B vs Control
Event_3262	JC	EEF1AKMT1	ENSG00000150456	Skipped Exon	1	shRING1A.B	250	250	250	Unique to shRING1A.B vs Control
Event_3262	JCEC	EEF1AKMT1	ENSG00000150456	Skipped Exon	1	shRING1A.B	250	250	250	Unique to shRING1A.B vs Control
Event_3263	JC	HCN3	ENSG00000143630	Skipped Exon	1	Control	54	54	54	Unique to shRING1A.B vs Control
Event_3263	JC	HCN3	ENSG00000143630	Skipped Exon	1	shRING1A.B	110	110	110	Unique to shRING1A.B vs Control
Event_3264	JC	FAM210A	ENSG00000177150	Skipped Exon	1	Control	271	271	271	Unique to shRING1A.B vs Control
Event_3264	JCEC	FAM210A	ENSG00000177150	Skipped Exon	1	Control	271	271	271	Unique to shRING1A.B vs Control
Event_3264	JC	FAM210A	ENSG00000177150	Skipped Exon	1	shRING1A.B	269	269	269	Unique to shRING1A.B vs Control
Event_3264	JCEC	FAM210A	ENSG00000177150	Skipped Exon	1	shRING1A.B	269	269	269	Unique to shRING1A.B vs Control
Event_3265	JC	LINC01881	ENSG00000220804	Skipped Exon	1	Control	27	27	27	Unique to shRING1A.B vs Control
Event_3265	JCEC	LINC01881	ENSG00000220804	Skipped Exon	1	Control	27	27	27	Unique to shRING1A.B vs Control
Event_3265	JC	LINC01881	ENSG00000220804	Skipped Exon	1	shRING1A.B	32	32	32	Unique to shRING1A.B vs Control
Event_3265	JCEC	LINC01881	ENSG00000220804	Skipped Exon	1	shRING1A.B	32	32	32	Unique to shRING1A.B vs Control
Event_3266	JC	ADPRH	ENSG00000144843	Skipped Exon	1	Control	60	60	60	Unique to shRING1A.B vs Control
Event_3266	JCEC	ADPRH	ENSG00000144843	Skipped Exon	1	Control	60	60	60	Unique to shRING1A.B vs Control
Event_3266	JC	ADPRH	ENSG00000144843	Skipped Exon	1	shRING1A.B	58	58	58	Unique to shRING1A.B vs Control
Event_3266	JCEC	ADPRH	ENSG00000144843	Skipped Exon	1	shRING1A.B	58	58	58	Unique to shRING1A.B vs Control
Event_3267	JC	AC239584.1	ENSG00000249942	Skipped Exon	2	Control	22	22	42	Same Direction
Event_3267	JCEC	AC239584.1	ENSG00000249942	Skipped Exon	2	Control	22	22	42	Same Direction
Event_3267	JC	AC239584.1	ENSG00000249942	Skipped Exon	2	shRYBP	15	15	28	Same Direction
Event_3267	JCEC	AC239584.1	ENSG00000249942	Skipped Exon	2	shRYBP	15	15	28	Same Direction
Event_3267	JC	AC239584.1	ENSG00000249942	Skipped Exon	2	shRING1A.B	45	57	102	Same Direction
Event_3267	JCEC	AC239584.1	ENSG00000249942	Skipped Exon	2	shRING1A.B	45	57	102	Same Direction
Event_3268	JC	METTL5	ENSG00000138382	Skipped Exon	1	Control	9	9	9	Unique to shRING1A.B vs Control
Event_3268	JCEC	METTL5	ENSG00000138382	Skipped Exon	1	Control	9	222	231	Unique to shRING1A.B vs Control
Event_3268	JC	METTL5	ENSG00000138382	Skipped Exon	1	shRING1A.B	19	19	19	Unique to shRING1A.B vs Control
Event_3268	JCEC	METTL5	ENSG00000138382	Skipped Exon	1	shRING1A.B	19	166	185	Unique to shRING1A.B vs Control
Event_3269	JC	DLEU2	ENSG00000231607	Skipped Exon	1	Control	200	200	200	Unique to shRING1A.B vs Control
Event_3269	JCEC	DLEU2	ENSG00000231607	Skipped Exon	1	Control	200	200	200	Unique to shRING1A.B vs Control
Event_3269	JC	DLEU2	ENSG00000231607	Skipped Exon	1	shRING1A.B	100	100	100	Unique to shRING1A.B vs Control
Event_3269	JCEC	DLEU2	ENSG00000231607	Skipped Exon	1	shRING1A.B	100	100	100	Unique to shRING1A.B vs Control
Event_327	JC	MAPKBP1	ENSG00000137802	Alternative 5' Splice Site	1	shRYBP	24	24	24	
Event_327	JC	MAPKBP1	ENSG00000137802	Alternative 5' Splice Site	1	shRING1A.B	51	51	51	
Event_3270	JC	POLR2J3	ENSG00000168255	Skipped Exon	1	Control	33	45	78	Unique to shRING1A.B vs Control
Event_3270	JC	POLR2J3	ENSG00000168255	Skipped Exon	1	shRING1A.B	20	26	80	Unique to shRING1A.B vs Control
Event_3271	JC	FGFR3	ENSG00000068078	Skipped Exon	2	Control	40	40	66	Unique to shRING1A.B vs Control
Event_3271	JC	FGFR3	ENSG00000068078	Skipped Exon	2	shRING1A.B	144	165	420	Unique to shRING1A.B vs Control
Event_3272	JC	PRUNE1	ENSG00000143363	Skipped Exon	1	Control	49	49	71	Same Direction
Event_3272	JCEC	PRUNE1	ENSG00000143363	Skipped Exon	1	Control	49	75	124	Same Direction
Event_3272	JC	PRUNE1	ENSG00000143363	Skipped Exon	1	shRYBP	31	93	157	Same Direction
Event_3272	JCEC	PRUNE1	ENSG00000143363	Skipped Exon	1	shRYBP	31	88	119	Same Direction
Event_3272	JC	PRUNE1	ENSG00000143363	Skipped Exon	1	shRING1A.B	43	113	189	Same Direction
Event_3272	JCEC	PRUNE1	ENSG00000143363	Skipped Exon	1	shRING1A.B	43	86	129	Same Direction
Event_3273	JC	PRUNE1	ENSG00000143363	Skipped Exon	2	Control	22	49	71	Same Direction
Event_3273	JC	PRUNE1	ENSG00000143363	Skipped Exon	2	shRYBP	33	93	157	Same Direction
Event_3273	JC	PRUNE1	ENSG00000143363	Skipped Exon	2	shRING1A.B	33	113	189	Same Direction
Event_3275	JC	LINC00847	ENSG00000245060	Skipped Exon	1	Control	27	27	42	Unique to shRING1A.B vs Control
Event_3275	JCEC	LINC00847	ENSG00000245060	Skipped Exon	1	Control	27	27	52	Unique to shRING1A.B vs Control
Event_3275	JC	LINC00847	ENSG00000245060	Skipped Exon	1	shRING1A.B	59	59	77	Unique to shRING1A.B vs Control
Event_3275	JCEC	LINC00847	ENSG00000245060	Skipped Exon	1	shRING1A.B	59	59	87	Unique to shRING1A.B vs Control
Event_3276	JC	LINC00847	ENSG00000245060	Skipped Exon	2	Control	15	27	42	Same Direction
Event_3276	JC	LINC00847	ENSG00000245060	Skipped Exon	2	shRYBP	22	22	22	Same Direction
Event_3276	JC	LINC00847	ENSG00000245060	Skipped Exon	2	shRING1A.B	18	59	77	Same Direction
Event_3277	JC	TKFC	ENSG00000149476	Skipped Exon	1	Control	12	12	12	Unique to shRING1A.B vs Control
Event_3277	JCEC	TKFC	ENSG00000149476	Skipped Exon	1	Control	12	12	12	Unique to shRING1A.B vs Control
Event_3277	JC	TKFC	ENSG00000149476	Skipped Exon	1	shRING1A.B	22	39	61	Unique to shRING1A.B vs Control
Event_3277	JCEC	TKFC	ENSG00000149476	Skipped Exon	1	shRING1A.B	22	42	64	Unique to shRING1A.B vs Control
Event_3278	JC	TRAPPC13	ENSG00000113597	Skipped Exon	1	Control	195	195	195	Unique to shRING1A.B vs Control
Event_3278	JCEC	TRAPPC13	ENSG00000113597	Skipped Exon	1	Control	195	195	251	Unique to shRING1A.B vs Control
Event_3278	JC	TRAPPC13	ENSG00000113597	Skipped Exon	1	shRING1A.B	151	151	151	Unique to shRING1A.B vs Control
Event_3278	JCEC	TRAPPC13	ENSG00000113597	Skipped Exon	1	shRING1A.B	151	151	231	Unique to shRING1A.B vs Control
Event_3279	JC	LINC01719	ENSG00000233396	Skipped Exon	1	Control	32	32	32	Unique to shRING1A.B vs Control
Event_3279	JC	LINC01719	ENSG00000233396	Skipped Exon	1	shRING1A.B	11	11	11	Unique to shRING1A.B vs Control
Event_328	JC	PPARGC1A	ENSG00000109819	Alternative 5' Splice Site	1	shRYBP	19	19	19	
Event_328	JCEC	PPARGC1A	ENSG00000109819	Alternative 5' Splice Site	1	shRYBP	19	19	19	
Event_328	JC	PPARGC1A	ENSG00000109819	Alternative 5' Splice Site	1	shRING1A.B	36	36	36	
Event_328	JCEC	PPARGC1A	ENSG00000109819	Alternative 5' Splice Site	1	shRING1A.B	36	36	36	
Event_3281	JC	COL16A1	ENSG00000084636	Skipped Exon	1	Control	10	10	19	Unique to shRING1A.B vs Control
Event_3281	JCEC	COL16A1	ENSG00000084636	Skipped Exon	1	Control	10	10	19	Unique to shRING1A.B vs Control
Event_3281	JC	COL16A1	ENSG00000084636	Skipped Exon	1	shRING1A.B	26	41	87	Unique to shRING1A.B vs Control
Event_3281	JCEC	COL16A1	ENSG00000084636	Skipped Exon	1	shRING1A.B	26	41	87	Unique to shRING1A.B vs Control
Event_3283	JC	NBPF8	ENSG00000270231	Skipped Exon	1	Control	37	37	37	Unique to shRING1A.B vs Control
Event_3283	JCEC	NBPF8	ENSG00000270231	Skipped Exon	1	Control	37	37	37	Unique to shRING1A.B vs Control
Event_3283	JC	NBPF8	ENSG00000270231	Skipped Exon	1	shRING1A.B	26	26	26	Unique to shRING1A.B vs Control
Event_3283	JCEC	NBPF8	ENSG00000270231	Skipped Exon	1	shRING1A.B	26	26	26	Unique to shRING1A.B vs Control
Event_3284	JC	BSCL2	ENSG00000168000	Skipped Exon	1	Control	19	19	19	Same Direction
Event_3284	JCEC	BSCL2	ENSG00000168000	Skipped Exon	1	Control	19	19	19	Same Direction
Event_3284	JC	BSCL2	ENSG00000168000	Skipped Exon	1	shRYBP	33	33	33	Same Direction
Event_3284	JCEC	BSCL2	ENSG00000168000	Skipped Exon	1	shRYBP	33	33	33	Same Direction
Event_3284	JC	BSCL2	ENSG00000168000	Skipped Exon	1	shRING1A.B	51	51	51	Same Direction
Event_3284	JCEC	BSCL2	ENSG00000168000	Skipped Exon	1	shRING1A.B	51	51	51	Same Direction
Event_3285	JC	SUCO	ENSG00000094975	Skipped Exon	2	Control	110	110	184	Unique to shRING1A.B vs Control
Event_3285	JCEC	SUCO	ENSG00000094975	Skipped Exon	2	Control	110	110	184	Unique to shRING1A.B vs Control
Event_3285	JC	SUCO	ENSG00000094975	Skipped Exon	2	shRING1A.B	179	179	311	Unique to shRING1A.B vs Control
Event_3285	JCEC	SUCO	ENSG00000094975	Skipped Exon	2	shRING1A.B	179	179	311	Unique to shRING1A.B vs Control
Event_3287	JC	PIFO	ENSG00000173947	Skipped Exon	1	Control	35	35	35	Unique to shRING1A.B vs Control
Event_3287	JCEC	PIFO	ENSG00000173947	Skipped Exon	1	Control	35	35	35	Unique to shRING1A.B vs Control
Event_3287	JC	PIFO	ENSG00000173947	Skipped Exon	1	shRING1A.B	59	59	59	Unique to shRING1A.B vs Control
Event_3287	JCEC	PIFO	ENSG00000173947	Skipped Exon	1	shRING1A.B	59	59	59	Unique to shRING1A.B vs Control
Event_3288	JC	PUM2	ENSG00000055917	Skipped Exon	1	Control	326	326	326	Same Direction
Event_3288	JC	PUM2	ENSG00000055917	Skipped Exon	1	shRYBP	317	317	317	Same Direction
Event_3288	JC	PUM2	ENSG00000055917	Skipped Exon	1	shRING1A.B	382	382	382	Same Direction
Event_3289	JC	CLHC1	ENSG00000162994	Skipped Exon	2	Control	23	41	64	Same Direction
Event_3289	JCEC	CLHC1	ENSG00000162994	Skipped Exon	2	Control	23	63	86	Same Direction
Event_3289	JC	CLHC1	ENSG00000162994	Skipped Exon	2	shRYBP	14	32	46	Same Direction
Event_3289	JCEC	CLHC1	ENSG00000162994	Skipped Exon	2	shRYBP	14	53	67	Same Direction
Event_3289	JC	CLHC1	ENSG00000162994	Skipped Exon	2	shRING1A.B	28	32	60	Same Direction
Event_3289	JCEC	CLHC1	ENSG00000162994	Skipped Exon	2	shRING1A.B	28	48	76	Same Direction
Event_329	JC	ATP11A	ENSG00000068650	Alternative 5' Splice Site	1	shRYBP	6	98	228	
Event_329	JCEC	ATP11A	ENSG00000068650	Alternative 5' Splice Site	1	shRYBP	6	98	228	
Event_329	JC	ATP11A	ENSG00000068650	Alternative 5' Splice Site	1	shRING1A.B	17	42	59	
Event_329	JCEC	ATP11A	ENSG00000068650	Alternative 5' Splice Site	1	shRING1A.B	17	126	185	
